image,repo,age_days,pull_count,size_mb,n_tags,packages,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_total,secrets,misconfig,malware
amazonlinux@sha256:0048961a5091ceb5b949ef4ac8d403137ce2ea674dd3007fba8d48b588dc03bb,library/amazonlinux,306,963689227,63.0,1,117,5,60,65,13,145,12,3,3
amazonlinux@sha256:eacf1efd27f5f31876797544ef7311d7f11cee31f17e2371ffba155027e1fd3a,library/amazonlinux,281,963689227,63.0,1,117,5,57,65,13,142,12,3,3
amazonlinux@sha256:cd751699c4090d08dbbfe13b257effb6fbc22f0d0ef4666badb8418ce85048be,library/amazonlinux,269,963689227,63.0,1,117,5,53,63,13,136,12,3,3
amazonlinux@sha256:ec3793df3741f15d618455f8c38eacba5aabe0007b2098f214bd20a7e966886a,library/amazonlinux,251,963689227,63.0,1,117,5,51,60,13,131,12,3,3
amazonlinux@sha256:4648f9027431ff53ef69ff1b8d53202fd38e9d81c3d53394a44f7496ba30d8ee,library/amazonlinux,238,963689227,62.9,1,117,5,51,60,13,131,12,3,3
amazonlinux@sha256:654a4d717cbea49484e762e504a77f5b381e7f51b0c749210ba2679c8cf14d20,library/amazonlinux,227,963689227,62.9,1,117,5,51,60,13,131,12,3,3
amazonlinux@sha256:b1c44bd0e82ae14dcd10ecd7ade82d8cc2eb4a601a616d5ad77228a275ef142c,library/amazonlinux,202,963689227,62.9,1,117,5,51,48,13,119,12,3,3
debian@sha256:5f720f67eb679a3a5638f1beab4cbb32668b336423d5e5a50d645a2090496fbe,library/debian,2,1625572102,53.8,2,96,17,102,193,157,616,17,4,3
debian@sha256:67651a866e6413e4218a6cb4f51c7adc516e705a2cc8c9adf21bd4f571918e35,library/debian,3270,1625572102,38.1,1,80,26,102,125,88,404,4,4,3
debian@sha256:db7bbf78185cf80d62e94ba49f20696bb5b647eb16a8a3e554a1443adc9c9c3e,library/debian,3257,1625572102,52.6,1,104,22,142,240,113,696,2,4,3
debian@sha256:348716534f2227a74a08619b67aafac08e2c100244f048762c1e1ea6a6712393,library/debian,3223,1625572102,52.6,1,104,22,142,238,113,693,2,4,3
debian@sha256:41de1cfb857c8a971ed4f88c0dfa82148efbef45ad0a6c5d5e8ee61ccd149cc6,library/debian,3172,1625572102,52.6,1,104,22,142,234,113,687,2,4,3
debian@sha256:37d43b42f99270e3405471e22c146574c44d4b98041a9b924bb1a24a04c17d68,library/debian,3120,1625572102,52.6,1,104,21,141,232,113,682,2,4,3
debian@sha256:8199298671af91a3ecc0d0a907e62023703b8f74a077ad6d974ed5e5ee7fc3eb,library/debian,3083,1625572102,52.6,1,104,11,115,146,113,560,2,4,3
debian@sha256:ac8a0ca8f815fdb7670c0a63a926cf834f58fdeb02206240e204930f8d3b2a2c,library/debian,3017,1625572102,52.6,1,104,11,114,145,113,557,2,4,3
debian@sha256:96a0d24662c42db480d6373bafe29fc867e9cec064a153b51299196b2860310a,library/debian,2991,1625572102,52.6,1,104,11,114,145,113,552,2,4,3
debian@sha256:856fec0ead033c86af4a548c281a935b2fbc24302c32a6dd0e745ff198413960,library/debian,2945,1625572102,54.3,1,111,9,113,162,117,572,2,4,3
debian@sha256:2ea448d50c061ae40f1eebd39069927cd878bbea55a3db313a554a7327200708,library/debian,107,1625572102,28.2,1,88,14,69,185,94,437,8,4,2
debian@sha256:6c9703ce9ab9a22edbc07f7976a5268d61057795ef71653f330206834ab41daa,library/debian,107,1625572102,48.5,1,88,14,69,185,94,437,8,4,2
debian@sha256:71ccd4b9541587610daf7cb5b0697c90ec222ca9f2207d7a00073dce1874a676,library/debian,86,1625572102,28.2,1,88,14,69,181,122,508,3,4,2
debian@sha256:b661c750c7b7318b1ff6c614648b538b69eefd6566982c74564ccffe468df0ca,library/debian,86,1625572102,48.5,1,88,14,69,181,122,508,3,4,2
debian@sha256:bbf8582752f8ec84ee1a46a12d9800e97bf3b5ae96aa97073925588729bf3c0d,library/debian,66,1625572102,28.2,1,88,14,69,180,93,430,3,4,2
debian@sha256:7d885e1c436789db40df4bb0b092032be79cc753ca73fa637467cb73da42e46e,library/debian,66,1625572102,48.5,1,88,14,69,180,93,430,3,4,2
archlinux@sha256:a8194cd8572b17694c46646852877aa813bfe1e5d8c591b278eb4bb86fc9409c,library/archlinux,1858,31932408,228.7,1,133,1,14,21,8,50,35,4,11
archlinux@sha256:38c60cd84b993ed45726a8ea51e8c0dfbbbb8fdfa3ee69b3e666f17e53cd67c4,library/archlinux,1851,31932408,228.7,1,133,1,14,20,8,49,39,4,11
archlinux@sha256:fbfba74e28724b4c06d35f3c262c13722b9e86bb981ea2bb5a5a2bb1b5d55090,library/archlinux,1844,31932408,228.7,1,133,1,14,20,8,49,39,4,11
archlinux@sha256:c1f0c5072aa947ae5d4e81383b740e2e979c04b9a2ee86168563d9d7f4b6e758,library/archlinux,1837,31932408,228.8,1,133,1,14,20,8,49,34,4,11
archlinux@sha256:686437632c08f0fc2e043a9c46a704fdee59abb24eda9ee283c0d4b053ab7a61,library/archlinux,1830,31932408,228.8,1,133,1,14,20,8,49,39,4,11
archlinux@sha256:523784a5805af65fe89818b1475036fd17f41c9727ba77af8944fc5241bfe555,library/archlinux,1823,31932408,231.9,1,133,1,14,20,7,48,38,4,11
archlinux@sha256:df93a09469dfb059746629bd136918bb161041163cd9e7ad5710274251638dd9,library/archlinux,1815,31932408,232.2,1,133,1,13,20,7,47,38,4,11
archlinux@sha256:80882ca60cccb8cb7025f82e938c3c9123025a52789ff86fa7421f9944d782de,library/archlinux,1809,31932408,232.2,1,132,1,13,20,7,47,35,4,11
archlinux@sha256:047fe351e23846761db946021bc1e2c6ae0c591c25ccbccad8bfbc9b7a320263,library/archlinux,1802,31932408,232.2,1,132,1,13,19,7,46,40,4,11
archlinux@sha256:0d736dca43cf8730a7f8df947a649b6a66e1ca1a4096873462a32c69b551ffdf,library/archlinux,1794,31932408,232.3,1,132,1,13,19,7,46,40,4,11
archlinux@sha256:3dd64dbf76dd4c1f90fa09b22f988fc5627d3cd9c0e9cc3bc9941212a85f34f4,library/archlinux,1788,31932408,232.3,1,132,1,13,19,7,46,36,4,11
archlinux@sha256:81afe3f6ca0f4a1002954a76b778eb1d776b5b836f9e22b1d06fbe55cea63f82,library/archlinux,1823,31932408,134.2,1,108,1,14,17,5,43,33,4,6
archlinux@sha256:99f07f6389c11898ed077dca747be6d028326afa6678b8e82c4cd07645f0e748,library/archlinux,1815,31932408,134.2,1,108,1,13,17,5,42,33,4,6
archlinux@sha256:9d50d7086b799dd8dcc20906198138005e837cbbd84b469713d6ab9fce973e9b,library/archlinux,1809,31932408,134.4,1,108,1,13,17,5,42,30,4,6
archlinux@sha256:cec7d49af8eaeada4c12d0f5594ada94d3517a353852912e8f20cf76b92747d8,library/archlinux,1802,31932408,134.4,1,108,1,13,16,5,41,34,4,6
archlinux@sha256:4b1796eb5a29a31bdaab8717028619cb7eac530416b98110977502f55e3f4c62,library/archlinux,1794,31932408,134.5,1,108,1,13,16,5,41,30,4,6
archlinux@sha256:69aa122ee25257c742ad2183e42bb8c541cf4d6430d40573078a75d3a7497450,library/archlinux,1788,31932408,134.5,1,108,1,13,16,5,41,34,4,6
archlinux@sha256:89775ca7116eb98ec1dd48b5cc7053d746bf5a24ef069058b49ead268691f56c,library/archlinux,1780,31932408,134.5,1,108,1,13,16,5,41,34,4,6
archlinux@sha256:35fc5090fb0be52698eeb31202c4073746b2977a5f169722dd54c9914b1f38f4,library/archlinux,1774,31932408,134.5,1,108,1,13,16,5,41,34,4,6
archlinux@sha256:324ee2de657ecf63d4d25b4d47c592d503f75134d72eb9b55011612cd58f8f2d,library/archlinux,1767,31932408,134.8,1,108,1,13,16,4,40,34,4,6
archlinux@sha256:4f8a53da4df161a89502c436de35f466dfa33950bc635564c45cb8e548590566,library/archlinux,1760,31932408,134.8,1,108,1,13,14,4,38,34,4,6
archlinux@sha256:7e364414a14296e4d698f912372c0e17a3bae255f342c956ac838f5d9e85134c,library/archlinux,1746,31932408,132.9,1,108,1,13,14,4,38,34,4,6
alpine@sha256:f9b3530b7b1ac155e376c9f2952ac3db64d9478c50a0d1af74399618190dd99c,library/alpine,846,11870700656,3.4,1,15,9,50,80,30,191,0,3,0
alpine@sha256:684fc8aebe8495820f66e5943f17882bdc1d0a5840ab50d2bc3ca5773f07c67a,library/alpine,700,11870700656,3.4,1,15,9,50,36,26,121,0,3,0
alpine@sha256:cbbbf1a2c8591c11853400fe7db1ce5741016c9f5f034ab57ea0289f675bc249,library/alpine,668,11870700656,3.4,1,15,5,46,36,22,109,0,3,0
alpine@sha256:920690a8d840be3c20bf5205001bc913be3a4d8c39ea191bbdaf8e187ffcb180,library/alpine,556,11870700656,3.4,2,15,5,40,36,22,103,0,3,0
alpine@sha256:c0669ef34cdc14332c0f1ab0c2c01acb91d96014b172f1a76f3a39e63d1f0bda,library/alpine,1108,11870700656,3.4,1,15,13,22,102,20,157,0,3,0
alpine@sha256:f42ec539326a1068034e4e998062fefea937d2299868b442c7d71c6585e5eee9,library/alpine,499,11870700656,3.4,1,15,0,6,8,8,22,0,3,0
alpine@sha256:8164b151b49623c7200fbc89aff76e34d981c240633fdd6cf060ed00ae8cf2b0,library/alpine,498,11870700656,3.4,1,15,0,6,8,8,22,0,3,0
alpine@sha256:25fad2a32ad1f6f510e528448ae1ec69a28ef81916a004d3629874104f8a7f70,library/alpine,1072,11870700656,3.4,1,15,13,22,96,20,172,0,3,0
alpine@sha256:c5c5fda71656f28e49ac9c5416b3643eaa6a108a8093151d6d1afc9463be8e33,library/alpine,1018,11870700656,3.4,1,15,4,22,78,20,141,0,3,0
alpine@sha256:48d9183eb12a05c99bcc0bf44a003607b8e941e1d4f41f9ad12bdcc4b5672f86,library/alpine,966,11870700656,3.4,1,15,4,22,78,20,141,0,3,0
alpine@sha256:d695c3de6fcd8cfe3a6222b0358425d40adfd129a8a47c3416faff1a8aece389,library/alpine,903,11870700656,3.4,1,15,4,16,72,20,127,0,3,0
alpine@sha256:695ae78b4957fef4e53adc51febd07f5401eb36fcd80fff3e5107a2b4aa42ace,library/alpine,846,11870700656,3.4,1,15,4,16,56,18,94,0,3,0
alpine@sha256:d9a39933bee4ccb6d934b7b5632cdf8c42658f3cecc5029681338f397142af6e,library/alpine,700,11870700656,3.4,1,15,4,16,12,14,46,0,3,0
alpine@sha256:b12c7d46bc14b4260b9e42714688e2dbf5dee973b291a4c12e0e1539404d9f1d,library/alpine,668,11870700656,3.4,1,15,0,12,12,10,34,0,3,0
alpine@sha256:d3b83042301e01a491840c524c60720ee9a00eacce990ed39278e8076bd8ce22,library/alpine,556,11870700656,3.4,1,15,0,6,12,10,28,0,3,0
almalinux@sha256:bdf19528536c4f76b34f3ebdf336229efad4ca407b8c49e6433fc038e38581a0,library/almalinux,17,14397230,72.7,1,164,9,12,159,284,469,3,4,4
almalinux@sha256:6215bb4b3091ab85e508dbdab1a2d885abf84f3d4120d64a37e8edd71f99dacc,library/almalinux,694,14397230,37.4,1,101,0,38,186,117,341,1,3,3
almalinux@sha256:734002e6d5a1bfa7cfed3a26583c7e14977b3445dcbbe77c1309e8a56bea7932,library/almalinux,667,14397230,37.4,1,101,0,38,182,115,335,1,3,3
almalinux@sha256:f086ee3e50198cf1b622b2162cbe7e9eaac73552c9a2cb2b46371f1f6a81fdb8,library/almalinux,605,14397230,37.5,1,101,0,37,175,114,326,1,3,3
almalinux@sha256:850228fbea9b60419ca25466f89d7b73dc2db8976f3e8bb44e478d26e808a1cd,library/almalinux,440,14397230,37.5,1,101,0,33,168,113,314,1,3,3
almalinux@sha256:aaec6ecb53217d2233e6640732f579b2bae54642b7208a0bae47a229c99eef8d,library/almalinux,402,14397230,37.5,1,101,0,29,166,113,308,1,3,3
almalinux@sha256:bd3d0e1fd7d86b9b408e9b4e42241c7b783e4919501a61934d847c7830beb32c,library/almalinux,367,14397230,37.5,1,101,0,29,156,113,298,1,3,3
almalinux@sha256:ba4cae039ee7b4bfa927f9c406edd0aef4295d57610f4ee168b5d9edd9e2c435,library/almalinux,344,14397230,37.5,1,101,0,29,148,113,290,1,3,3
almalinux@sha256:68b1a29311654a7e08bba4c739602900da9d8b030716321bee8957b07d7d9e02,library/almalinux,316,14397230,37.5,1,101,0,29,146,113,288,1,3,3
almalinux@sha256:75b881a6669fde7f623a3083a50ccf48019a138ee4fee2457ca45883af4f397a,library/almalinux,311,14397230,37.5,1,101,0,24,145,113,282,1,3,3
almalinux@sha256:4bb7e51c535288ec334712cb2cfea0a663e51ea8dc7e94b0da822a51f0b0889f,library/almalinux,290,14397230,37.5,1,101,0,20,137,113,270,1,3,3
almalinux@sha256:1e6d1a123b4496d8fb4c39d50dca40a0c71a37fc234b5df417d7d729af4985b7,library/almalinux,267,14397230,37.5,1,101,0,18,129,113,260,1,3,3
almalinux@sha256:21c04c1053f69cb9f889f3cd8e514317cc885634adbe79c9c875a64627b2f57c,library/almalinux,254,14397230,37.5,1,101,0,18,129,113,260,1,3,3
almalinux@sha256:e1ce0f0d4366c1bd21076af5666f5649f81bef10ea771c2857a91942d38d88de,library/almalinux,185,14397230,37.6,1,101,0,18,122,113,253,1,3,3
almalinux@sha256:ca48da4d4999c0c4da8dfb0ea54b7a4aeff79b89561b293e3f90e3489abf7d53,library/almalinux,177,14397230,37.6,1,101,0,18,122,113,253,1,3,3
almalinux@sha256:af6f4cb60f62adcf330d1433eff915d09e7976d06a2f637eecc1dde5552d29cf,library/almalinux,136,14397230,37.6,1,101,0,18,114,113,245,1,3,3
almalinux@sha256:e0d1b0dfd0a87c8ecb0b216b290148cc33e133bf8a84f960ec22d110da84bc5d,library/almalinux,112,14397230,37.6,1,101,0,16,110,113,239,1,3,3
almalinux@sha256:f2836f846b41425f461a1a4b5a916ffc3fc318d9ee1d363cd38bd4ea8f9c9d07,library/almalinux,52,14397230,37.6,1,101,0,14,92,109,215,1,3,3
almalinux@sha256:ddad5b4c1d218735f1cd578aa227d3f32919e6d4e2cd0878a901c0454dcb95e1,library/almalinux,44,14397230,37.6,1,101,0,14,92,109,215,1,3,3
almalinux@sha256:37c7b8064f934fdd640f22003eed38de8e90f6765250a0c3651ea7d45384c3d5,library/almalinux,23,14397230,37.6,1,101,0,9,91,109,209,1,3,3
almalinux@sha256:1fa3425009afc26e86b5b678ec70d8e8e97d736cc6339372bb802741b192a1eb,library/almalinux,17,14397230,37.6,1,101,0,9,89,109,207,1,3,3
almalinux@sha256:a0fb8a84f9b74d034e8ad09a37a484f8fb6f638ba8e5de1f1d33d50f13ca7c8e,library/almalinux,1708,14397230,39.4,1,102,0,115,473,186,774,1,3,3
almalinux@sha256:73171963d158bda51d2bdf1e70a2cffef159fa391a608849f9ce34d259562625,library/almalinux,1708,14397230,77.0,1,161,9,181,773,360,1329,3,4,5
alpine@sha256:008827ed2172a676b08121e21cf9db0ce08a90ee6c8a12fc374af8a56c0e496d,library/alpine,225,11870700656,3.6,1,14,6,56,41,31,156,0,3,0
amazonlinux@sha256:0df02385ce8946ad27fa935b969002302d11dfb13c91c3c4f7c39473a737226b,library/amazonlinux,2283,963689227,61.7,1,114,43,363,986,203,1598,20,3,3
amazonlinux@sha256:983d3e4de81b1c27d66e23dcaa8a16c475d5c5b495aa385604ccb648a8058788,library/amazonlinux,1940,963689227,542.9,1,114,34,258,586,169,1049,20,3,3
amazonlinux@sha256:8d6b5629641d79da29897c315e7905f8848e7dc26024c6d18e3136269728d1ad,library/amazonlinux,1771,963689227,62.0,1,114,34,226,532,167,961,17,3,3
amazonlinux@sha256:c2f6a88e3f9cb6221b13a2d961456a081975b936580387b6933cfff6e664af9a,library/amazonlinux,1567,963689227,485.4,1,115,21,346,647,281,1297,12,3,3
amazonlinux@sha256:c4ad4267691ab9c46ffa455530b311f8e47f2a4425f62451d24c4a664588de91,library/amazonlinux,1081,963689227,62.5,1,115,7,164,283,56,512,12,3,3
amazonlinux@sha256:bfc2a814bbcab5e45d469615483c96f18181f857506e3419037ae03964390e0d,library/amazonlinux,888,963689227,62.6,1,115,5,101,218,26,352,12,3,3
amazonlinux@sha256:59e2f90fac2e209c9e51554350874f1eb5e3616eb2b9c091b7bfe9b98eda510f,library/amazonlinux,637,963689227,62.7,1,117,5,78,146,13,244,12,3,3
amazonlinux@sha256:517947963c093641648f2a40536173981801f71ea64023aedcaa9572f6483d66,library/amazonlinux,419,963689227,62.8,1,117,5,62,98,13,180,12,3,3
amazonlinux@sha256:ae9a60bb771a5d7bae7d2b72be76465aa0fbba01798369693da7118683e76f8c,library/amazonlinux,2241,963689227,476.8,1,114,35,270,741,171,1220,20,3,3
amazonlinux@sha256:49b6d61fd3efc7ec126eddbb9a9c692fe89678d12f69aa96bf834ab10c30c762,library/amazonlinux,2241,963689227,61.7,1,114,35,270,741,171,1220,20,3,3
amazonlinux@sha256:1070545f3003036660f858836efcf7b089f5f33c9c3da98c664e5d6303957a50,library/amazonlinux,2221,963689227,476.8,1,114,35,269,739,171,1217,19,3,3
amazonlinux@sha256:b7f1b202905250e8c51d70d5d0bab048728fb59e73dbf92c694f6c9f13621afc,library/amazonlinux,2221,963689227,61.6,1,114,35,269,739,171,1217,20,3,3
amazonlinux@sha256:420d5d3cfb86d4e124377ab32bc6f9e1504a07d63c0fff4282c49aa7c436c9ec,library/amazonlinux,2151,963689227,476.9,1,114,34,269,735,171,1211,20,3,3
amazonlinux@sha256:0577d32514319ffd10530dd830b4c572392268581a3306a607d80232e89920ee,library/amazonlinux,2151,963689227,61.7,1,114,34,269,735,171,1211,20,3,3
amazonlinux@sha256:ce49a5d54788eb0754c038d3fdc1ed815da00be1df787c03cafea1503766fcc1,library/amazonlinux,2120,963689227,476.8,1,114,34,260,731,169,1196,20,3,3
amazonlinux@sha256:1481659e18042055e174f9f5e61998bf7ab57f8c9432f3c9412a56d116cc0c68,library/amazonlinux,2120,963689227,61.7,1,114,34,260,731,169,1196,20,3,3
amazonlinux@sha256:6380e690beefb9299002207588d8355ced97807753d21577df24ebb493dcf247,library/amazonlinux,1980,963689227,542.8,1,114,34,260,594,169,1059,20,3,3
amazonlinux@sha256:2a83705487ebf18d7d3a2b1fc5eba8509676fa97384c568f6139bbbd8e5124b4,library/amazonlinux,1980,963689227,62.0,1,114,34,260,594,169,1059,19,3,3
amazonlinux@sha256:ec8b116cbc8e5f39d32cc46ab9d1823d413862a07e85ddb4dc3b9ac054bb98c5,library/amazonlinux,1975,963689227,542.9,1,114,34,258,594,169,1057,20,3,3
amazonlinux@sha256:1c5213077930ebbd35b51bece063ffb31f47df9c6fb71b7248944785c77ba772,library/amazonlinux,1975,963689227,62.0,1,114,34,258,594,169,1057,20,3,3
photon@sha256:84991c5cb6940193ba7e30a0c75bda98a89068f44437e155bf8b85b47bb47a03,library/photon,612,18468774,17.1,1,36,16,74,105,16,211,0,3,0
photon@sha256:e9b8f3d09d00cbac405edf551058299933b0f501f08c5671f9bcdb0e6d69bdd8,library/photon,582,18468774,17.1,1,36,16,74,105,16,211,0,3,0
photon@sha256:0466fe30f889f1a6999187b0573ad5d7985a98956fdc7b9000ff9e5b9334ffd7,library/photon,575,18468774,17.1,1,36,16,74,105,16,211,0,3,0
photon@sha256:f78e242ec7798d4767a7137a040ca701b4f9abc17553ef60d856e38645462f13,library/photon,556,18468774,17.1,1,36,16,74,101,16,207,0,3,0
photon@sha256:e5549c4cfa54125d5515d77938646f8925b451907316a2bc4fafe613331ac532,library/photon,535,18468774,17.1,1,36,16,74,101,16,207,0,3,0
photon@sha256:aac87a761e458716e8531690320687be16bf77d92013aac121b26784f2f54866,library/photon,499,18468774,17.1,1,36,16,74,99,16,205,0,3,0
photon@sha256:289a12340e5e50228031a582c32bae95652cb7059d9f5f9799dacd6bb446bf42,library/photon,485,18468774,17.1,1,36,8,36,50,8,102,0,3,0
photon@sha256:b29fbf3cc1df3093af13b88be766da7a21dc5f9f1686466467568b4f27ffa2c5,library/photon,472,18468774,17.1,1,36,16,74,99,16,205,0,3,0
photon@sha256:5404ab40464b8a974507b388640fc6e2c996a8e6c769c2a5e603fc9860e4217d,library/photon,451,18468774,17.1,1,36,16,74,97,16,203,0,3,0
photon@sha256:4c492788c6a9c96c5b754dbcd50b1a55d28bcd5a995b955d1d41c3411b52f549,library/photon,437,18468774,17.1,1,36,14,71,97,16,198,0,3,0
photon@sha256:2270388eb3b5e6d259f536bd4edb31117cd8720b3a98d5edce8fac24a2d107c5,library/photon,416,18468774,17.2,1,36,14,71,93,8,186,0,3,0
photon@sha256:b38d2010b4b5599e1e5d65860138a09dc16abf9eef886bed13e572b424bedc5d,library/photon,409,18468774,17.2,1,36,14,67,89,8,178,0,3,0
photon@sha256:c89a478804f5aac15629c19dd414d4905ccc87f7cc7abd8937a6794e62c3c0da,library/photon,388,18468774,17.2,1,36,14,64,89,8,175,0,3,0
archlinux@sha256:30dc190c4baad79bec6c090ab5e191971c047bdbf46a42dc0b9f96f76ed8829c,library/archlinux,225,31932408,290.3,1,151,3,37,49,6,134,38,5,15
archlinux@sha256:3f87d6fd1d3575adf372fc3a89d121ada49c739e6874b686929a0c7688f96e44,library/archlinux,220,31932408,290.4,1,151,3,37,49,6,173,38,5,15
archlinux@sha256:45507a3dd4b47f79e989d8f5c68f2a3ac4e7762ae02df1a9021079d46b31f8e3,library/archlinux,213,31932408,290.4,1,151,3,37,49,6,173,37,5,15
archlinux@sha256:e70875c9b4d9255ca79874fb4ea44a635786e6029f130ee4aa1ba4fe583eab5f,library/archlinux,154,31932408,292.1,1,152,3,30,27,4,110,38,5,15
archlinux@sha256:3a7cfcea321a33e492d28e1ba7faa09c7116fa0b18130b0e313afc6e112db4ee,library/archlinux,149,31932408,292.2,1,152,3,30,27,4,110,38,5,15
archlinux@sha256:f7a012126cb4a9fa7b5ac521a6fc38f14c6c697048baddc3406484b6c5d392af,library/archlinux,144,31932408,292.2,1,152,3,30,27,4,110,38,5,15
archlinux@sha256:ead95833f3f1ed3c9091b46ad6cb5fb2d74059563ae2103a571dfb7b9dc3dac4,library/archlinux,136,31932408,292.2,1,152,3,30,27,4,110,37,5,15
archlinux@sha256:bb59138e0f1735a5c4449c39cc0d72ea7592beb3fdc46b8166538e5b326ef4a5,library/archlinux,129,31932408,293.7,1,153,3,30,27,4,87,41,5,15
archlinux@sha256:54635d6ebf2fd2b0e61f53550764e4e23b9ec5cfb3461405e2ee91a3181c0a01,library/archlinux,121,31932408,293.7,1,153,3,30,27,4,87,41,5,15
archlinux@sha256:354f88d30991e6d9a7dcd831fda1983701fe7c4b40cfd8b2b8b29ff4b41177a8,library/archlinux,113,31932408,293.8,1,153,3,30,27,4,87,41,5,15
almalinux@sha256:d8b3022be71fa7d4910fa7561991d16349c3bab5a49fb7fda9e6be6bd85b012f,library/almalinux,745,14397230,34.4,1,99,0,71,190,91,352,1,4,3
almalinux@sha256:26e51ce6962881caeedd3db473fac7f83c66f8515456e59b1387f2464daf1cf9,library/almalinux,694,14397230,34.4,1,99,0,50,187,85,322,1,4,3
almalinux@sha256:3b952b37e87a7ea3942d9a2b89d2256cacbdd53b3ecd61f2815741b747cf591d,library/almalinux,667,14397230,34.4,1,99,0,50,185,85,320,1,4,3
almalinux@sha256:8d29870f8915a083d9eece438b6c90831b1f6889c7b1734bf6537e305824d600,library/almalinux,605,14397230,34.6,2,99,0,49,174,84,307,1,4,3
almalinux@sha256:6cdbb0bf466b78bd5bab92ae524e6ed5d75507075399d11c2b635e15e1880e74,library/almalinux,605,14397230,69.2,2,155,4,108,361,330,808,3,4,5
almalinux@sha256:808cf3fc675646fdeb2d3e7d4890a6537dfb0d36db605d0791516a707cdd8e01,library/almalinux,549,14397230,79.1,1,160,4,104,347,312,772,3,4,5
almalinux@sha256:d5882f7e4d0dc2ac9c6678fbd011eb3ff0043ac1c014d088891dba57fa9fae38,library/almalinux,440,14397230,79.1,1,160,4,97,326,308,740,3,4,5
almalinux@sha256:324d32eb1e86cc42722f7b9a956c6c33478c32d0842cafa1acc1ff459f6891fc,library/almalinux,402,14397230,69.8,1,154,4,93,325,308,735,3,4,5
almalinux@sha256:4db911d7912f6bade91f9232e6c1bae73e970fd8553551ac80e6de2c42692ab0,library/almalinux,549,14397230,35.1,1,99,0,46,168,75,289,1,4,3
almalinux@sha256:8ccfd161fe1bf24b642002d3b58949a1da03ce146464b89a1ccf6d597d0fa16a,library/almalinux,440,14397230,35.1,1,99,0,43,161,75,279,1,4,3
almalinux@sha256:9d6ed1cb32c29c5ae1641355576a82c54298fb5986ce3f3844c62258c24f59dc,library/almalinux,402,14397230,35.1,1,99,0,39,161,75,275,1,4,3
almalinux@sha256:f0ec8698bf7e9cbd0ca30cb730f8d19f3cae00032f2c908d114b91776f32bc71,library/almalinux,367,14397230,35.1,2,99,0,39,155,75,269,1,4,3
almalinux@sha256:91387bd5b12c2626c9b01a8062e6dd02cdf3a9d4b9ba705631c01597f9e3ae06,library/almalinux,367,14397230,69.8,2,154,4,93,319,308,729,3,4,5
almalinux@sha256:77b53506fb517d399c93dce59980d2435cc72b7fb4c56dd123ece66257a8843f,library/almalinux,366,14397230,69.8,1,155,4,93,308,306,716,3,4,5
almalinux@sha256:3a11f19acf607c4248bc448010009208f1fddc0289f78e32e513d97821eef080,library/almalinux,359,14397230,69.8,1,155,4,93,308,306,716,3,4,5
almalinux@sha256:a43ca3145852836f2a0aa45a15a77124fe3bb3458f4f6941e71e24d7f865b614,library/almalinux,344,14397230,69.8,1,155,4,93,308,306,716,3,4,5
almalinux@sha256:32e8cff70d3b790e319c708b98b2605d432aae27692bfd385406eaa8a4a2ecf0,library/almalinux,316,14397230,69.7,1,155,4,75,284,306,674,3,4,5
almalinux@sha256:9cedcf6e3dcfdca82d9ff0c8d79892b6faaf5183763d162bd93e3535ba7ebf27,library/almalinux,311,14397230,69.7,1,155,4,70,283,306,668,3,4,5
almalinux@sha256:e972817679778f7197dcc0e0ed78101679744b7fd118bedd78a34afa758f75ff,library/almalinux,290,14397230,69.7,1,155,4,67,279,306,661,3,4,5
photon@sha256:a709bb2c7235186bd8da66fe587260bbd151a8646523a9e0f6f22b274ef93179,library/photon,472,18468774,16.3,1,37,8,90,108,16,222,0,4,0
photon@sha256:20f67355f28961a8bb3bd71b4d730d73f210d67e91e050ec986e8165f19daa63,library/photon,451,18468774,16.3,1,37,8,90,104,8,210,0,4,0
photon@sha256:bea82c3e0df19fdcaafedc82b7f8bf4e208fd2f5d7fc6243a95b19b162f12d37,library/photon,442,18468774,16.3,1,37,8,90,102,8,208,0,4,0
photon@sha256:2230ba10ca44ff39f9d523ba5db6674d9a0530ae656bca059a0941b21b962fec,library/photon,437,18468774,16.3,1,37,8,90,102,8,208,0,4,0
photon@sha256:dab0b3ff59cbb85eaabad2840ec6c5b1297b2c54bacb7fa2f5d3edec9dbab1b3,library/photon,423,18468774,16.3,1,37,8,84,98,8,198,0,4,0
photon@sha256:36703a212943673f210c39fdf54b3260c3010a5f8e8b80d09c51b7425facf5d5,library/photon,416,18468774,16.3,1,37,8,84,98,8,198,0,4,0
photon@sha256:256e55f5f825e53949762fc76f61fc26af61aad22825c5152a1b2c2e93895187,library/photon,409,18468774,16.3,1,37,8,82,98,8,196,0,4,0
photon@sha256:783c1773cbec868f226b96725247a14ea8721aaa32bac356fdde9b54b82cfa43,library/photon,394,18468774,16.3,1,37,8,80,98,8,194,0,4,0
photon@sha256:739541f7d58063594de905b4063cf7a577d6a27e7816202b3a9a2fbeaf4f6511,library/photon,388,18468774,16.3,1,37,8,79,96,8,191,0,4,0
photon@sha256:235dfa257770101d9ba0ba9ba444223edfab556c16a51737a0aa6f8b166dd273,library/photon,338,18468774,16.3,1,37,8,79,96,8,191,0,4,0
